aet_mean,def_mean,pdsi_mean,ppt_mean,soil_mean,tmax_mean,tmin_mean,pet_mean,q_mean,srad_mean,swe_mean,vap_mean,vpd_mean,ws_mean,occurrenceStatus
73.375,42.458332,-1.3449996,79.166664,57.208332,23.675835,13.019169,115.75,5.925,191.21666666666667,0.0,1.4325833002726236,0.7856666460633278,4.060833400487899,0
53.091667,51.108334,-0.91999954,58.916668,18.141666,20.825003,7.0291677,104.18333333333334,5.958333333333333,197.81666666666663,0.0,1.0602499708533286,0.7167499825358391,3.1750000516573587,0
53.258335,61.166668,-1.6583331,55.908333,22.9,25.310835,11.6483345,114.375,2.8583333333333334,199.08333333333331,0.0,1.34541663924853,0.988416642944018,2.5166667143503827,0
71.958336,26.616667,-1.4649996,83.458336,129.75,19.920835,8.979169,98.64166666666668,11.35,177.88333333333333,0.0,1.1148333072662353,0.653083314994971,3.992500068744024,0
72.666664,44.316666,-1.3424996,78.14167,57.208332,23.687502,13.125002,116.94166666666666,5.533333333333333,189.7,0.0,1.4346666345993675,0.7888333139320215,4.275833406051,0
81.458336,28.825,-1.5658329,96.375,80.575,23.302502,13.012502,110.18333333333334,15.05,193.725,0.0,1.4594166298707327,0.7186666488647461,3.6841667195161194,0
39.358334,74.26667,-1.2758329,42.191666,16.391666,22.050837,9.217501,113.48333333333332,2.975,190.825,0.0,1.049416643877824,0.9269999774793783,3.2458333879709245,0
42.791668,63.358334,-0.9066662,49.708332,31.933332,20.007504,7.566668,106.09166666666668,7.008333333333334,184.75833333333333,0.0,1.0039166470368703,0.727749983407557,4.102500077088674,0
52.091667,52.4,-0.94916624,57.583332,17.783333,20.77167,6.994168,104.53333333333332,5.6,198.25,0.0,1.0566666399439175,0.7160833137730758,3.220000048478445,0
54.091667,69.10833,-0.71666634,56.808334,11.891666,23.960836,8.495001,123.075,2.8833333333333333,208.7333333333333,0.0,1.0671666401127975,1.0742499796052771,2.9550000468889874,0
73.566666,33.658333,-0.06916635,82.24167,73.39167,23.4675,10.575002,107.19166666666666,9.108333333333333,200.76666666666668,0.0,1.3230833058555922,0.7941666449109713,2.6000000526507696,0
86.53333,26.5,-1.4816663,100.816666,127.8,22.44917,13.3791685,113.00833333333334,14.25,192.475,0.0,1.4119166394074758,0.6933333203196526,4.501666742563248,0
67.55,22.3,-1.015833,82.11667,75.95,17.289167,6.373335,89.79166666666667,14.708333333333334,192.9333333333333,0.0,0.9964999740322432,0.4993333191921313,3.3325000504652658,0
39.433334,84.55,-0.54166627,42.275,12.208333,23.601667,9.786669,124.03333333333332,2.941666666666667,203.8,0.0,1.035666638612747,1.1278333029399314,3.003333381811778,0
59.258335,48.075,-0.72833306,75.35833,51.741665,20.889168,8.2541685,107.26666666666668,16.208333333333332,190.575,0.0,1.0139166419704757,0.8336666457355022,3.22666670580705,0
57.841667,56.333332,-1.6649996,60.716667,30.766666,24.480835,11.951669,114.06666666666666,3.083333333333333,197.24166666666667,0.0,1.3786666293938954,0.8747499786317349,3.017500038941701,0
38.258335,78.95,-0.850833,49.066666,11.191667,20.836668,8.301668,117.14166666666668,10.875,205.79166666666663,0.0,0.9853333085775376,0.858416644235452,3.9183333893616994,0
31.05,111.066666,-0.9674997,32.8,5.5333333,23.516668,10.017501,142.09166666666667,1.7916666666666667,218.05,0.0,0.9996666426459948,1.152333302795887,4.197500092784564,0
51.666668,63.008335,-0.79166627,57.925,34.466667,22.475836,9.461668,114.6,6.358333333333333,196.99166666666667,0.0,1.0569166441758473,0.9887499734759332,2.9841667115688324,0
52.658333,45.958332,-1.330833,67.375,33.908333,17.90417,6.7433343,98.63333333333334,14.775,179.65833333333333,0.0,0.9431666453679404,0.6010833216210206,4.595833414793015,0
68.425,25.908333,-1.7391663,76.2,97.1,19.625002,8.100001,94.275,7.883333333333334,179.46666666666667,0.0,1.0799999748667082,0.6271666485816241,3.565000065167745,0
70.7,39.383335,-1.7224997,74.21667,64.625,23.950005,11.455001,110.09166666666668,3.841666666666667,196.49166666666667,0.0,1.3228333070874214,0.8559166478614012,2.7458333730697637,0
53.5,51.341667,-2.5133328,85.51667,56.908333,20.884169,11.258335,104.78333333333332,32.083333333333336,212.75,0.0,1.3568332980076472,0.5951666546364626,4.759166759252548,0
44.933334,59.516666,-0.9124995,51.641666,26.016666,19.485836,7.530835,104.39166666666668,6.783333333333333,181.89166666666668,0.0,0.9770833099881808,0.72041665079693,4.095000054438909,0
80.59167,33.675,-1.3949997,91.23333,87.566666,23.075,13.531668,114.15,10.633333333333333,192.06666666666663,0.0,1.4540833016236625,0.7268333171804746,4.318333415190379,0
47.433334,55.341667,-1.1783329,51.158333,15.416667,20.7175,7.1208344,102.70833333333331,3.7666666666666666,198.525,0.0,1.0758333116769792,0.6994999854514996,3.065000047286352,0
79.541664,31.058332,-1.3766663,91.89167,68.73333,22.900002,12.195835,110.58333333333331,12.45,192.8083333333333,0.0,1.4110833048820497,0.6927499823272228,4.072500058015188,0
43.875,55.616665,-1.9866663,47.391666,24.875,19.340002,9.125835,99.46666666666668,3.533333333333333,175.56666666666666,0.0,1.0869999706745148,0.6328333179155986,4.480000070730845,0
96.125,22.083334,-1.0999997,135.05833,145.49167,25.093334,15.535836,118.15,39.24166666666667,207.83333333333331,0.0,1.7649166315793992,0.7147499819596609,4.26916674375534,0
58.475,46.958332,-0.5491664,67.64167,31.041666,19.545835,6.480001,105.33333333333331,9.225,200.025,0.0,0.9722499797741572,0.6982499831666549,3.450833374261856,0
65.9,37.391666,-1.8899996,75.13333,40.825,20.698336,10.679169,103.20833333333331,9.358333333333333,186.3,0.0,1.270083306233088,0.5943333183725675,4.966666746139526,0
51.766666,44.633335,-1.3208331,56.966667,27.491667,19.525003,6.6475005,96.39166666666668,5.366666666666666,193.2333333333333,0.0,1.0704166466991107,0.5747499881933132,3.3358333746592206,0
39.625,92.38333,-0.6966663,43.116665,16.066668,22.6875,11.060836,132.00833333333333,3.533333333333333,207.4833333333333,0.0,1.13074997762839,0.9760833092033864,4.66916675567627,0
75.175,34.841667,-1.255833,83.791664,57.908333,23.058336,11.660836,109.94166666666666,8.716666666666667,193.13333333333333,0.0,1.375583297510942,0.7231666502853235,3.7058333774407695,0
28.883333,155.53334,1.0708337,30.541666,6.125,31.182503,16.775837,184.41666666666663,1.6416666666666666,253.575,0.0,0.8868333138525486,2.543666603664557,2.933333373732037,0
45.316666,70.59167,-0.74833304,58.966667,20.533333,20.427502,10.6275015,115.90833333333332,13.683333333333334,201.96666666666667,0.0,1.1249166443943976,0.7426666460931302,4.818333413203558,0
38.308334,91.275,-0.6416663,41.041668,13.183333,22.368336,11.517502,129.41666666666666,2.941666666666667,206.75,0.0,1.1633333082000414,0.9267499787112076,4.760000089804332,0
50.941666,55.208332,-1.5941663,53.583332,16.8,21.072502,9.517502,106.075,2.691666666666667,184.675,0.0,1.1772499750057857,0.6786666492621104,4.433333422740301,0
40.233334,83.558334,-0.6499997,45.825,15.6,21.318335,11.405835,123.75833333333334,5.65,205.35,0.0,1.157416646182537,0.8272499767442544,4.936666774749756,0
55.558334,54.891666,-0.783333,63.325,53.325,21.71667,8.364167,110.40833333333332,7.875,197.25,0.0,1.0484999775886537,0.8944999790440004,3.080000047882398,0
40.95,76.3,-0.83333296,54.116665,14.225,20.815002,8.555834,117.25833333333334,13.275,204.50833333333333,0.0,1.0044999758402506,0.8408333189785481,4.07416673998038,0
42.833332,87.65833,-0.733333,49.491665,18.45,22.231667,10.846668,130.4,6.708333333333333,206.675,0.0,1.1228333125511805,0.9288333132863044,4.880000068744024,0
28.8,101.51667,-0.8308331,30.2,3.1583333,22.640003,10.722502,130.26666666666668,1.5916666666666666,204.28333333333333,0.0,1.1922499696413675,0.8619166490932305,5.435833432277044,0
66.71667,33.741665,-2.3641665,71.691666,101.5,19.768335,10.010001,100.46666666666668,4.741666666666666,176.16666666666666,0.0,1.2009166379769642,0.5828333196540674,5.46750009059906,0
72.916664,30.383333,-1.3749995,83.2,65.833336,21.374168,12.190002,103.275,10.341666666666669,191.81666666666663,0.0,1.378666636844476,0.5957499859233697,4.33000009059906,0
69.75833,26.0,-0.97833306,98.89167,77.86667,18.108334,7.434168,95.725,29.3,177.40833333333333,0.0,0.9951666419704756,0.5834166516860326,4.457500094175339,0
61.375,47.291668,-0.9733331,65.433334,36.816666,21.652502,7.7541676,108.59166666666668,4.225,199.21666666666667,0.0,1.094666638970375,0.77433331583937,3.1075000484784443,0
55.491665,44.2,-2.0099995,72.925,57.441666,20.900837,11.222502,99.725,17.516666666666666,209.6833333333333,0.0,1.42908329864343,0.5114166527986527,5.447500099738439,0
48.208332,53.7,-2.0824995,51.316666,17.2,19.141668,8.993335,101.83333333333331,3.1666666666666665,177.3,0.0,1.0625833069284758,0.6327499862760305,4.704166746139526,0
64.23333,36.541668,-1.0349996,71.933334,46.8,19.460836,6.2333345,100.71666666666668,7.875,196.58333333333331,0.0,1.025916642944018,0.6114999855558078,3.514166710774104,0
71.89167,39.116665,-1.255833,78.78333,44.783333,23.448336,11.591669,111.00833333333334,6.9,194.26666666666668,0.0,1.375499965250492,0.7565833133955796,3.535000052054723,0
52.408333,57.833332,-2.1724997,55.3,22.566668,20.55667,10.078335,110.18333333333334,2.8666666666666667,176.84166666666667,0.0,1.123499975601832,0.7279166510949532,4.895833430687587,0
68.11667,27.158333,-0.93749964,93.84167,78.60833,18.545835,7.555835,95.28333333333332,25.791666666666668,178.1,0.0,1.0182499746481577,0.5968333166092634,4.097500069936117,0
76.7,19.466667,-1.4116664,99.325,136.9,18.293335,8.255002,96.175,22.85833333333333,175.19166666666666,0.0,1.043333308895429,0.5707499854266643,4.8941667397816975,0
49.866665,64.8,-1.6241664,52.341667,17.666666,25.420002,11.638334,114.58333333333331,2.7333333333333334,198.94166666666663,0.0,1.3473333045840263,0.999249977618456,2.505000042915344,0
36.325,83.208336,-1.0141664,38.175,12.333333,23.06917,9.716669,119.425,1.975,197.16666666666663,0.0,1.0543333103259405,1.0536666378378867,3.155833383401235,0
69.291664,28.833334,-0.7199997,76.78333,62.6,19.653337,6.923334,98.10833333333332,7.8,195.00833333333333,0.0,1.0868333061536153,0.5829166546463966,3.229166720310847,0
87.183334,26.683332,-1.4249995,105.5,92.63333,22.9,13.698335,113.76666666666668,18.316666666666663,193.14166666666668,0.0,1.4589999670783678,0.705583318322897,4.495833404858908,0
55.091667,49.983334,-2.0024996,58.133335,21.983334,20.69417,10.236668,105.03333333333332,2.941666666666667,185.3583333333333,0.0,1.203499976793925,0.6414166485269864,4.710000091791153,0
61.116665,12.766666,-0.44333294,116.666664,59.341667,12.645835,2.3116677,73.925,55.68333333333333,184.63333333333333,16.483333333333334,0.77133331472675,0.3533333264291286,4.500000075499217,0
78.11667,25.1,-1.3608329,92.55,106.14167,21.446672,10.300836,103.175,14.458333333333334,191.675,0.0,1.2782499700784684,0.6209999864300092,3.7441667238871257,0
53.85,59.975,-1.6374995,56.541668,22.458334,24.731668,11.543335,113.75833333333334,2.875,197.75833333333333,0.0,1.345499968032042,0.9194999766846498,2.7725000510613125,0
52.116665,52.5,-0.963333,57.058334,17.025,20.975004,7.1900015,104.46666666666668,5.166666666666667,198.1,0.0,1.0693333054582277,0.7227499816566706,3.128333375851313,0
50.758335,48.825,-1.108333,55.766666,19.283333,19.676668,6.214168,99.53333333333332,5.108333333333333,196.4,0.0,1.0235833063721658,0.6393333179255326,3.2075000435113905,0
60.275,68.666664,-3.5591664,64.666664,127.50833,23.622501,10.237501,128.91666666666666,4.616666666666666,223.15,0.0,1.2318333064516385,0.9285833145181338,4.386666737000147,0
50.266666,54.35,-1.0474995,54.566666,16.116667,21.000834,7.2591677,104.55833333333334,4.466666666666667,198.4833333333333,0.0,1.0733333071072897,0.7257499873638154,3.1183333873748778,0
50.633335,82.933334,-1.6758329,64.333336,59.058334,23.613337,11.261668,133.55833333333334,13.808333333333334,232.65,0.0,1.2009166364868482,1.0169999768336615,3.869166749715805,0
61.975,29.125,-1.7616664,71.64167,45.866665,19.530834,11.455001,90.99166666666666,9.85,185.88333333333333,0.0,1.3268333042661349,0.4926666546612978,3.967500066757202,0
62.091667,29.708334,-1.7216662,71.325,45.241665,19.52417,10.885836,91.75833333333334,9.408333333333331,185.46666666666667,0.0,1.2854999696214997,0.5059166550636292,3.9358333965142567,0
67.75833,36.383335,-1.7441663,74.03333,86.191666,20.245836,9.694169,104.125,6.241666666666666,176.48333333333332,0.0,1.1179166426261269,0.6976666482786338,4.446666747331619,0
71.95,38.833332,-1.3141663,77.78333,67.208336,23.359167,11.761668,110.725,5.891666666666667,192.525,0.0,1.3515832990407943,0.7806666498382886,3.391666720310847,0
75.541664,38.25,-1.3241664,82.725,74.691666,23.305,13.063335,113.78333333333332,7.208333333333333,190.95833333333331,0.0,1.4349999666213988,0.7528333169718583,4.05583340326945,0
41.533333,76.23333,-0.62499964,47.608334,17.366667,20.675837,11.936667,117.74166666666666,6.116666666666666,201.46666666666667,0.0,1.1844166373213132,0.7574999834100405,4.913333410024643,0
40.941666,88.325,-0.67333287,45.891666,15.816667,22.235003,10.928334,129.225,5.05,206.64166666666668,0.0,1.1331666429837546,0.9177499810854594,4.815833419561386,0
51.391666,61.941666,-2.235833,54.233334,18.608334,20.886667,10.607501,113.275,2.7666666666666666,176.31666666666666,0.0,1.1513333067297935,0.7479999825358391,5.1533334116141,0
54.058334,81.725,-1.8674997,71.25833,58.883335,24.01417,12.046668,135.80833333333334,17.141666666666666,231.175,0.0,1.2473333055774372,1.0343333144982656,4.036666738986969,0
81.61667,26.091667,-1.2666663,92.541664,156.575,21.798336,12.819168,107.69166666666666,10.758333333333333,192.40833333333333,0.0,1.3794999673962594,0.6508333193759124,4.1491667548815405,0
59.716667,49.391666,-0.6924996,73.28333,32.825,21.255835,7.134168,109.075,13.691666666666666,200.6,0.0,1.0180833061536154,0.8059166467438141,3.116666712363561,0
51.8,48.591667,-2.4183328,54.55,17.516666,19.7475,9.180002,100.28333333333332,3.0,180.075,0.0,1.1329166427254678,0.6087499854465326,4.689166726668676,0
86.825,29.766666,-0.80416626,109.175,114.49167,24.496668,15.038334,116.51666666666668,22.60833333333333,206.175,0.0,1.697333296140035,0.7029166487356027,4.353333441416423,0
44.675,59.55,-0.70749956,49.216667,35.25,20.51167,8.777502,104.13333333333334,4.616666666666666,180.69166666666663,0.0,1.0889166419704754,0.7041666547457377,4.125833417971929,0
54.8,43.725,-1.148333,71.225,52.341667,17.882504,6.5208354,98.475,16.5,179.925,0.0,0.932999976972739,0.6059999855856101,4.566666730244955,0
50.016666,52.891666,-1.3641663,52.95,25.116667,20.268335,7.2358346,102.85833333333332,2.958333333333333,195.125,0.0,1.0396666392683982,0.6991666494558255,3.2008333722750346,0
45.783333,71.55,-0.73333293,64.49167,18.9,20.641668,9.244168,117.275,18.816666666666663,204.13333333333333,0.0,1.060916642844677,0.7836666472256184,4.595833438634872,0
56.275,37.675,-1.4233329,63.841667,37.733334,19.052502,6.7075014,93.90833333333332,7.591666666666667,190.03333333333333,0.0,1.07949997484684,0.5224166524906954,3.6850000460942582,0
45.041668,68.71667,-1.3716662,49.966667,22.7,21.43667,8.885001,113.775,5.0,186.56666666666663,0.0,1.0257499769330023,0.8731666480501493,3.715000049273173,0
82.36667,31.883333,-1.643333,95.0,82.51667,23.350836,13.735835,114.26666666666668,12.675,195.28333333333333,0.0,1.4876666312416396,0.730749981602033,4.116666746139527,0
37.6,76.00833,-0.9891664,39.841667,13.866667,22.350004,9.366669,113.58333333333331,2.333333333333333,193.83333333333331,0.0,1.0608333100875218,0.954583307976524,3.1183333893617,0
49.133335,59.325,-0.7008329,70.53333,29.35,18.928335,10.778336,108.41666666666669,21.5,199.5,0.0,1.129916640619437,0.6300833217799664,5.348333428303401,0
65.14167,49.658333,-1.3024997,68.78333,44.35,23.976667,11.990002,114.69166666666666,3.758333333333333,193.64166666666668,0.0,1.3624166309833527,0.8421666425963242,3.4216667135556538,0
56.183334,45.766666,-1.0624996,59.35,34.858334,19.913334,7.280835,101.91666666666669,3.25,197.01666666666668,0.0,1.0388333097100255,0.6802499851832787,3.166666716337204,0
35.933334,88.775,-0.73333293,40.483334,9.608334,22.152502,9.737501,124.6,4.666666666666667,208.03333333333333,0.0,1.0301666458447774,0.9793333118160564,3.811666722098986,0
58.625,31.108334,-1.5541663,66.625,40.408333,18.588335,7.5433345,89.65,8.141666666666667,185.34166666666667,0.0,1.104166644314925,0.4970833212137222,3.5958333889643352,0
41.683334,63.958332,-1.1241664,52.066666,25.4,19.00667,12.629168,105.61666666666666,10.466666666666669,200.225,0.0,1.2556666384140651,0.5864166523019473,5.420000090201696,0
44.341667,129.03334,2.3183336,46.65,29.516666,33.87417,20.030834,173.34166666666667,2.341666666666667,250.55,0.0,1.4069166317582131,2.510083269079526,2.339166712760925,0
68.55,45.841667,-1.3441663,72.98333,48.183334,23.802502,12.32167,114.36666666666666,4.5,192.04166666666663,0.0,1.3844166328509648,0.8192499826351801,3.600833390156428,0
44.241665,82.575,-0.84666634,56.016666,19.95,21.845835,9.966669,126.775,11.916666666666666,206.5583333333333,0.0,1.0744166399041812,0.9059999783833822,4.657500100135803,0
73.24167,30.291666,-1.3283329,83.59167,66.083336,21.391668,12.035002,103.48333333333332,10.35,191.79166666666663,0.0,1.3646666397651035,0.6037499852478504,4.267500098546346,0
88.191666,25.05,-0.85833293,105.03333,118.35833,24.742502,13.251668,113.2,17.216666666666665,200.99166666666667,0.0,1.566083300113678,0.7584166479607423,3.396666713555654,0
76.0,40.216667,-0.33583298,83.916664,72.95,25.358335,13.5775,116.15,8.241666666666667,204.3,0.0,1.5635832955439886,0.8548333163062731,3.0508333841959634,0
68.1,37.1,-1.133333,73.291664,58.858334,22.731668,9.876668,105.21666666666668,5.283333333333333,192.95833333333331,0.0,1.2450833022594452,0.7524166492124399,2.925833377242088,0
71.058334,22.0,-1.590833,81.9,107.666664,19.168335,7.595001,92.95833333333331,11.108333333333333,179.46666666666667,0.0,1.048999974131584,0.607999986410141,3.58666672706604,0
69.60833,29.666666,-0.34666628,95.433334,118.50833,18.851667,6.7050014,99.20833333333331,25.90833333333333,187.40833333333333,0.0,0.9697499752044678,0.6709999843190114,3.6241667340199153,0
25.1,101.35,-0.7099996,26.366667,0.31666666,23.100004,10.203335,126.35,1.35,205.74166666666667,0.0,1.115583306054274,0.9787499765555064,3.989166733622551,0
64.183334,47.125,-1.5258329,67.691666,42.483334,23.715004,11.709169,111.35,3.608333333333333,196.05,0.0,1.3732499673962593,0.7941666498780251,3.222500052054723,0
79.40833,27.808332,-1.3041663,91.9,96.65833,22.399168,11.612501,107.175,12.583333333333334,191.75833333333333,0.0,1.3469166313608487,0.6872499845921993,3.696666725476583,0
41.016666,67.35833,-0.97333294,51.3,30.275,19.198336,12.127502,108.34166666666668,10.325,200.56666666666663,0.0,1.1771666347980498,0.670166652649641,4.638333424925804,0
35.025,87.10833,-0.688333,39.65,7.9,21.884167,9.1291685,122.025,4.716666666666667,206.825,0.0,0.9981666405995688,0.9658333140114944,3.650000063578288,0
76.566666,27.441668,-1.3366663,88.441666,98.458336,21.650835,10.361668,104.0,11.966666666666669,192.0,0.0,1.2807499711712202,0.6401666497190793,3.6583333949248,0
69.53333,21.941668,-1.0108329,85.816666,73.208336,18.010836,7.064168,91.40833333333332,16.508333333333333,193.11666666666667,0.0,1.0299999778469404,0.5334166526794434,3.098333388566971,0
56.075,44.291668,-2.2591662,59.916668,52.2,19.25417,10.225835,100.31666666666666,3.716666666666667,176.29166666666666,0.0,1.1889999702572822,0.5678333185613156,5.725000097354253,0
75.78333,30.008333,-0.890833,95.675,71.808334,21.750834,10.091669,105.79166666666669,20.008333333333333,200.20833333333331,0.0,1.260249971350034,0.682416649411122,3.203333372871081,0
52.15,52.458332,-2.4841664,79.425,59.141666,20.772501,10.681669,104.5,27.325,214.0,0.0,1.3024999668200812,0.6150833164652189,4.265833419561386,0
71.025,39.525,-1.3099996,76.84167,67.38333,23.086668,11.997501,110.60833333333332,5.841666666666667,192.36666666666667,0.0,1.3846666350960732,0.7303333163261414,3.743333385388056,0
92.958336,24.641666,-1.3024997,124.5,134.34166,25.283335,14.683335,117.48333333333332,31.808333333333334,206.41666666666663,0.0,1.7079166253407796,0.7478333147863547,3.892500066757202,0
43.175,83.13333,-0.7549997,51.175,17.775,21.74417,10.580002,126.2,8.05,206.225,0.0,1.11891664514939,0.8726666495203972,4.850833406051,0
39.641666,66.48333,-1.8249995,41.783333,6.625,19.928337,9.690002,106.10833333333332,2.183333333333333,177.00833333333333,0.0,1.0928333113590876,0.6909999828785658,4.662500091393789,0
71.85,35.658333,-1.2199996,77.816666,71.86667,23.02417,10.547502,107.49166666666666,5.975,193.09166666666667,0.0,1.2924166391293208,0.7560833171010017,3.1566667129596078,0
54.758335,56.733334,-2.2458332,57.8,26.625,20.754171,10.322501,111.44166666666666,2.941666666666667,176.94166666666666,0.0,1.1339999720454217,0.7447499838968118,4.901666778326034,0
79.4,31.75,-1.2799999,90.50833,72.71667,23.073336,12.307501,111.13333333333334,11.258333333333333,191.89166666666668,0.0,1.3784999633828798,0.7535833165049552,3.654166712363561,0
77.316666,28.9,-1.4333329,89.46667,68.61667,22.530834,11.622501,106.19166666666666,12.3,192.81666666666663,0.0,1.357499968012174,0.6909166504939397,3.43416672150294,0
70.98333,38.541668,-0.34666634,78.24167,72.275,24.165834,11.195835,109.46666666666668,7.575,202.775,0.0,1.3796666378776232,0.8350833125412465,2.550000046690305,0
79.25833,30.8,-1.340833,90.441666,93.225,22.702503,12.669168,109.975,11.25,191.36666666666667,0.0,1.4185833046833674,0.6904999857147535,4.0791667381922405,0
62.091667,37.858334,-1.0124997,66.60833,47.808334,20.163334,7.6908345,99.91666666666669,4.583333333333333,196.09166666666667,0.0,1.0844166442751884,0.662499982987841,3.0033333748579025,0
63.158333,46.116665,-1.5391662,66.49167,38.95,23.64667,11.248336,109.25,3.5166666666666666,195.7,0.0,1.3306666394074758,0.8110833160579205,2.908333374063174,0
30.575,94.53333,-0.873333,32.116665,4.9583335,23.027502,9.803334,125.05,1.6416666666666666,193.99166666666667,0.0,1.0308333133657774,1.0786666408181191,3.5041667213042578,0
47.508335,54.175,-0.52083296,56.391666,53.858334,20.090002,8.703335,101.70833333333331,8.966666666666667,181.025,0.0,1.0908333112796147,0.6578333169221878,4.2158334116141,0
39.45,74.46667,-1.2316663,43.416668,14.375,21.145834,8.740835,113.94166666666666,4.016666666666667,188.775,0.0,0.9945833096901576,0.8891666440914074,3.628333386778832,0
29.4,95.666664,-0.9024996,31.108334,4.2083335,22.68167,9.715836,125.00833333333334,1.85,208.075,0.0,1.0144999757409097,1.0464166387915612,3.47916671137015,0
68.95,28.033333,-2.0574996,76.01667,123.14167,20.035002,9.0458355,96.975,6.875,177.7,0.0,1.12341664036115,0.6544999826699496,3.792500058809916,0
46.941666,83.35,-1.3091662,62.025,49.025,23.278337,10.323335,130.29166666666666,15.108333333333333,231.975,0.0,1.1443333079417546,1.007583311448495,3.5650000552336376,0
82.441666,30.341667,-1.7016662,92.45,127.441666,23.801668,13.4800005,112.74166666666666,10.383333333333333,196.05,0.0,1.5001666297515233,0.7304166488349437,3.702500061194102,0
52.1,45.183334,-1.7416663,57.675,32.891666,18.218334,7.5558343,97.275,5.725,177.84166666666667,0.0,0.9854999760786692,0.601083317399025,4.387500095367432,0
37.358334,70.84167,-0.8824996,41.766666,24.016666,19.280834,12.4800005,108.2,4.433333333333334,201.425,0.0,1.2228333016236623,0.6369999843339126,4.987500102321307,0
52.75,60.016666,-0.7099997,60.425,39.633335,21.716667,8.5025015,112.70833333333331,7.758333333333334,197.525,0.0,1.0288333068291349,0.9213333097596964,3.09250004986922,0
65.183334,33.35,-1.148333,70.15,77.51667,20.250834,8.205835,98.50833333333334,5.033333333333333,191.8083333333333,0.0,1.1137499779462814,0.6226666510105133,3.090833373864492,0
46.7,66.691666,-0.6699997,66.791664,21.8,20.038334,9.689168,113.36666666666666,20.125,202.4,0.0,1.075249976416429,0.7288333151489497,4.654166738192241,0
76.15,20.191668,-1.6241664,91.75833,171.68333,19.0625,8.641667,96.33333333333331,15.741666666666667,176.30833333333334,0.0,1.10024997095267,0.585833320269982,4.572500095764796,0
59.258335,39.983334,-2.2449996,64.3,63.116665,19.150835,10.586668,99.2,4.916666666666667,175.575,0.0,1.1935833036899566,0.5699999888737997,5.538333439826966,0
35.183334,94.375,-0.73083293,37.191666,11.033334,21.901669,11.535834,129.475,2.091666666666667,209.40833333333333,0.0,1.2014166345198949,0.8354999855160713,5.510833430290222,0
